smile,canonical_ikey,name,source,source_id,status,reframedb_url
NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,MQTUXRKNJYPMCG,AZD-7371; Robalzotan,Tocris,3282,plated and available for follow-up,https://reframedb.org//compound_data/MQTUXRKNJYPMCG;qid=Q7340703
O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,SRBPKVWITYPHQR,talibegron hydrochloride; ZD 2079,Tocris,2154,plated and available for follow-up,https://reframedb.org//compound_data/SRBPKVWITYPHQR;qid=Q27164844
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,GWCNJMUSWLTSCW,AG 556,Tocris,616,plated and available for follow-up,https://reframedb.org//compound_data/GWCNJMUSWLTSCW;qid=Q27164019
COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,ZVQUCWXZCKWZBP,Norcalcin; Tecalcet,Tocris,3815,plated and available for follow-up,https://reframedb.org//compound_data/ZVQUCWXZCKWZBP;qid=Q27088954
c1ccc(C(OC2CCN(CCCc3nnn[nH]3)CC2)c2ccccc2)cc1,TZQGXAHOROZEKN,HQL-79,Tocris,3530,plated and available for follow-up,https://reframedb.org//compound_data/TZQGXAHOROZEKN;qid=Q27077992
CCC(C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,SMMBGKXBHJTULT,"Carbetocin; carbetocin, Ferring",Tocris,4852,plated and available for follow-up,https://reframedb.org//compound_data/SMMBGKXBHJTULT;qid=nan
CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,OQZOXHCRSXYSPM,SB 221284,Tocris,1379,plated and available for follow-up,https://reframedb.org//compound_data/OQZOXHCRSXYSPM;qid=Q27088709
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,RQVKVJIRFKVPBF,AMG-548,Tocris,3920,plated and available for follow-up,https://reframedb.org//compound_data/RQVKVJIRFKVPBF;qid=Q27286549
CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,ALBKMJDFBZVHAK,ZK-93423; ZK 93423,Tocris,1994,plated and available for follow-up,https://reframedb.org//compound_data/ALBKMJDFBZVHAK;qid=Q8063121
N=C(N)NCCC[C@H](NC(=O)c1ccc2ccccc2c1O)C(=O)N1CCC[C@H]1C(N)=O,SKYWIMYOGAWOMB,APC-366; APC 366,Tocris,2511,plated and available for follow-up,https://reframedb.org//compound_data/SKYWIMYOGAWOMB;qid=nan
C[C@@H]1C[C@@](N)(C(=O)O)[C@H]2C1[C@@H]2C(=O)O,BQVZICWQBFTOJX,LY-541850,Tocris,3272,plated and available for follow-up,https://reframedb.org//compound_data/BQVZICWQBFTOJX;qid=nan
Cc1cc(/C(=C\Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1,VMAKIACTLSBBIY,XY-4083,Tocris,3837,plated and available for follow-up,https://reframedb.org//compound_data/VMAKIACTLSBBIY;qid=Q27291723
CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,FTSCEGKYKXESFF,NN-DNJ,Tocris,3691,plated and available for follow-up,https://reframedb.org//compound_data/FTSCEGKYKXESFF;qid=Q27097506
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,FQGLDGKVKDPVLO,ASP-2535,Tocris,5308,plated and available for follow-up,https://reframedb.org//compound_data/FQGLDGKVKDPVLO;qid=Q129407841
C[C@H](N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,ITZMJCSORYKOSI,"D-3800; alkaline phosphatase, Synthetic Biologics",Tocris,3612,plated but not available for follow-up,https://reframedb.org//compound_data/ITZMJCSORYKOSI;qid=Q5380242
C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c1C(=O)c1c(O)ccc(O)c1C2=O,YZBAXVICWUUHGG,Banoxantrone; Hypoxin,Tocris,4219,plated and available for follow-up,https://reframedb.org//compound_data/YZBAXVICWUUHGG;qid=Q27292332
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)nc3n(c2=O)CCCC3)CC1,ABLOJQGCNLNCFS,DV 7028,Tocris,4480,plated and available for follow-up,https://reframedb.org//compound_data/ABLOJQGCNLNCFS;qid=nan
O=C(O)CCC/C=C\C[C@@H]1CO[C@H](C(F)(F)F)O[C@@H]1c1ccccc1O,ZWAVGFSZMACJHA,ICI 185282,Tocris,836,plated and available for follow-up,https://reframedb.org//compound_data/ZWAVGFSZMACJHA;qid=Q27188686
O=C(Nc1cnc(Cl)nc1)c1ccc(F)c(F)c1,IIBSHMFXVWTQSJ,ICA-69673; ICA-069673,Tocris,4305,plated and available for follow-up,https://reframedb.org//compound_data/IIBSHMFXVWTQSJ;qid=nan
CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC,PCCPERGCFKIYIS,daxalipram; mesopram,Tocris,3053,plated and available for follow-up,https://reframedb.org//compound_data/PCCPERGCFKIYIS;qid=Q1178948
O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,AFSOIHMEOKEZJF,EMD-45609; Carmoxirole,Tocris,2193,plated and available for follow-up,https://reframedb.org//compound_data/AFSOIHMEOKEZJF;qid=Q27133118
CO/N=C/C1=CCCN(C)C1,YMMXHEYLRHNXAB,milameline hydrochloride; miramelin,Tocris,2604,plated and available for follow-up,https://reframedb.org//compound_data/YMMXHEYLRHNXAB;qid=Q6850472
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,NBMBIEOUVBHEBM,emapunil; 11C-AC-5216,Tocris,5281,plated and available for follow-up,https://reframedb.org//compound_data/NBMBIEOUVBHEBM;qid=Q15408410
CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,XWPBINGFFFZAOZ,SSR-146977; SSR 146977,Tocris,3297,plated and available for follow-up,https://reframedb.org//compound_data/XWPBINGFFFZAOZ;qid=Q27088877
CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,WQSACWZKKZPCHN,"(R)-DDMS; (R)-N,N-didesmethylsibutramine",Tocris,2322,plated and available for follow-up,https://reframedb.org//compound_data/WQSACWZKKZPCHN;qid=Q7389750
O=S(=O)(c1ccccc1F)N1CCOc2c(N3CCNCC3)cccc21,UPROBLPRPWYJGN,R-1485,Tocris,4964,plated and available for follow-up,https://reframedb.org//compound_data/UPROBLPRPWYJGN;qid=nan
COc1cc2nc(N3CCN(C(=O)COc4c(OC)cccc4C(C)C)CC3)nc(N)c2cc1OC,ZZMFJJDBKSYGRM,Rec-15/2615; REC 2615,Tocris,3284,plated and available for follow-up,https://reframedb.org//compound_data/ZZMFJJDBKSYGRM;qid=Q27088523
CS(=O)(=O)Nc1ccc(-c2coc3cc(OCc4cccc(C(=O)O)c4)ccc3c2=O)cc1,YYOOFJZTRCPVFD,GS-6673,Tocris,5164,plated and available for follow-up,https://reframedb.org//compound_data/YYOOFJZTRCPVFD;qid=Q27277847
Cc1ccccc1NC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,KNHCBYMGWWTGSO,A-71623,Tocris,2411,plated but not available for follow-up,https://reframedb.org//compound_data/KNHCBYMGWWTGSO;qid=Q27074078
CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@@]5(C)O1)CNC3=O,SCMLRESZJCKCTC,CEP-1347; CEP 1347,Tocris,4924,plated and available for follow-up,https://reframedb.org//compound_data/SCMLRESZJCKCTC;qid=Q27075851
CCC(C/C=C/c1ccccc1)(c1ccccc1)N(C)CC1CC1,VCZSWYIFCKGTJI,IGMESINE; CI-1019,Tocris,2332,plated and available for follow-up,https://reframedb.org//compound_data/VCZSWYIFCKGTJI;qid=Q5992117
N=C(N)c1ccc(N2CCN(C3CCN(CC(=O)O)CC3)CC2)cc1,QGEGSJUSWLLZLH,GR 144053,Tocris,1263,plated and available for follow-up,https://reframedb.org//compound_data/QGEGSJUSWLLZLH;qid=Q27077842
CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(C(N)=O)cc2)CC1,PNTVCCRNJOGKGA,PNU-142633; PNU 142633F,Tocris,1985,plated and available for follow-up,https://reframedb.org//compound_data/PNTVCCRNJOGKGA;qid=Q7119894
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@@]1(C)Cc1ccc(Br)cc1,FJNJHZQMQRVZEE,BIRT 0377,Tocris,4776,plated and available for follow-up,https://reframedb.org//compound_data/FJNJHZQMQRVZEE;qid=nan
OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,ZXUYYZPJUGQHLQ,BMY-14802-1; BMS-181100,Tocris,1440,plated and available for follow-up,https://reframedb.org//compound_data/ZXUYYZPJUGQHLQ;qid=Q4836101
c1ccc(C(c2ccccc2)N2CCN(CCCC3(c4ccccc4)OCCO3)CC2)cc1,LRMJAFKKJLRDLE,Dotarizine; FI-6026,Enzo Life sciences,ALX-550-264,plated and available for follow-up,https://reframedb.org//compound_data/LRMJAFKKJLRDLE;qid=Q5299417
CN(C)CCc1cc2ccccc2[nH]1,JCVWAPAZUAWTNU,DIMETHYLTRYPTAMINE,FCH Group,FCH1870028,plated and available for follow-up,https://reframedb.org//compound_data/JCVWAPAZUAWTNU;qid=nan
NC(=O)Nc1ccc([As](=O)(O)O)cc1,WWXBHTZSYYGCSG,Carbarsone,Frontier Scientific,500055484,plated and available for follow-up,https://reframedb.org//compound_data/WWXBHTZSYYGCSG;qid=Q5037838
CCc1c(C)nc2cccc(C)n2c1=O,RCSYPYSJSNRLSK,Chinoin-150,Princeton BioMolecular Research,OSSL_789533,plated and available for follow-up,https://reframedb.org//compound_data/RCSYPYSJSNRLSK;qid=Q82980096
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,ZCJYUTQZBAIHBS,Gynoxin; Lomexin,Selleck Chemicals,S2031,plated and available for follow-up,https://reframedb.org//compound_data/ZCJYUTQZBAIHBS;qid=Q3068413
COc1ccccc1OCC(O)CNC(C)C,LFTFGCDECFPSQD,levomoprolol; moprolol,Princeton BioMolecular Research,OSSK_922510,plated and available for follow-up,https://reframedb.org//compound_data/LFTFGCDECFPSQD;qid=Q27285213
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,WEXRUCMBJFQVBZ,Nembutal; pentobarbital sodium,Princeton BioMolecular Research,OSSL_312373,plated and available for follow-up,https://reframedb.org//compound_data/WEXRUCMBJFQVBZ;qid=Q409632
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,DZQVFHSCSRACSX,Sulfaperine,Princeton BioMolecular Research,OSSL_312420,plated and available for follow-up,https://reframedb.org//compound_data/DZQVFHSCSRACSX;qid=Q6577298
OCC(CO)(CCl)CCl,YFESJHPTNWYOCO,Loprodiol,Princeton BioMolecular Research,OSSL_790820,plated and available for follow-up,https://reframedb.org//compound_data/YFESJHPTNWYOCO;qid=Q27290562
C=C(NNC(=O)c1ccncc1)c1ccco1,WWIJMZILKHONJO,FURONAZIDE,Princeton BioMolecular Research,OSSL_177225,plated and available for follow-up,https://reframedb.org//compound_data/WWIJMZILKHONJO;qid=nan
CC(=O)O[C@]1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,OOLLAFOLCSJHRE,ulipristal acetate; Ella,Princeton BioMolecular Research,OSSL_857008,plated and available for follow-up,https://reframedb.org//compound_data/OOLLAFOLCSJHRE;qid=Q975059
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,IWCWQNVIUXZOMJ,ecabet sodium; Gastrom,Sigma-Aldrich,MFCD11044526,plated and available for follow-up,https://reframedb.org//compound_data/IWCWQNVIUXZOMJ;qid=Q20817236
CC(C)COC(=O)c1ccc(N)cc1,PUYOAVGNCWPANW,Isobutamben,Sigma-Aldrich,MFCD00017110,plated and available for follow-up,https://reframedb.org//compound_data/PUYOAVGNCWPANW;qid=Q27271747
C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F,BHIBZAZKKARFIM,LG-101506,Tocris,3508,plated and available for follow-up,https://reframedb.org//compound_data/BHIBZAZKKARFIM;qid=Q82842467
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,VGIGHGMPMUCLIQ,RP-62203; fananserin,Tocris,2645,plated and available for follow-up,https://reframedb.org//compound_data/VGIGHGMPMUCLIQ;qid=Q5433633
O=C(O)c1n[nH]c2c1C[C@H]1C[C@@H]21,CUTZNERBKDMLAP,MK-1903,Tocris,4622,plated and available for follow-up,https://reframedb.org//compound_data/CUTZNERBKDMLAP;qid=Q27895940
CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12,BFNKQTIJVFGCKQ,FK-888; L-alaninamide,Tocris,2400,plated and available for follow-up,https://reframedb.org//compound_data/BFNKQTIJVFGCKQ;qid=Q27077302
O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,ZCMFEWUYBFMLIN,NBI 31772,Tocris,5192,plated and available for follow-up,https://reframedb.org//compound_data/ZCMFEWUYBFMLIN;qid=nan
Cc1ccc(C23CNCC2C3)cc1,OFYVIGTWSQPCLF,CL-220075; bicifadine,Tocris,4357,plated and available for follow-up,https://reframedb.org//compound_data/OFYVIGTWSQPCLF;qid=Q82559852
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,NERXPXBELDBEPZ,HKI-357,Tocris,3580,plated and available for follow-up,https://reframedb.org//compound_data/NERXPXBELDBEPZ;qid=Q27256922
NC(N)=NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,GDXBRVCQGGKXJY,CP-597396; zoniporide hydrochloride,Tocris,2727,plated and available for follow-up,https://reframedb.org//compound_data/GDXBRVCQGGKXJY;qid=Q27269884
O[C@H]1CC[C@H](Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,RBZNJGHIKXAKQE,derenofylline; SLV-320,Tocris,3344,plated and available for follow-up,https://reframedb.org//compound_data/RBZNJGHIKXAKQE;qid=Q27077020
CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4c(c3)OCO4)c(O)nc12,GRAJFFFXJYFVOC,JTE-907,Tocris,2479,plated and available for follow-up,https://reframedb.org//compound_data/GRAJFFFXJYFVOC;qid=Q11072164
CC1(C)CC(=O)c2c(SCCO)sc(-c3nccs3)c2C1,QILRYFCEXLFIDS,IA-ALPHA-5-2,Tocris,2905,plated and available for follow-up,https://reframedb.org//compound_data/QILRYFCEXLFIDS;qid=Q7669463
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2,RRJLJKRFFRZRAF,SB 228357,Tocris,1375,plated and available for follow-up,https://reframedb.org//compound_data/RRJLJKRFFRZRAF;qid=Q27088713
O=C(O)CCC(CP(=O)(O)O)C(=O)O,ISEYJGQFXSTPMQ,GPI-16072,Tocris,1380,plated and available for follow-up,https://reframedb.org//compound_data/ISEYJGQFXSTPMQ;qid=Q82251217
Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,MJRGSRRZKSJHOE,BMS 182874,Tocris,1441,plated and available for follow-up,https://reframedb.org//compound_data/MJRGSRRZKSJHOE;qid=Q27164725
CCOCOC[C@H](C[C@H](C)C(=O)NO)NC(=O)c1ccc(Oc2ccccc2)cc1,HDWWQELUBWGQGA,ONO-4817; ONO 4817,Tocris,2628,plated and available for follow-up,https://reframedb.org//compound_data/HDWWQELUBWGQGA;qid=Q27088188
O=C(c1c(O)nc2cc(Cl)ccc2c1O)C1CC1,MXEFWCFPCLDOOG,L 701252,Tocris,705,plated and available for follow-up,https://reframedb.org//compound_data/MXEFWCFPCLDOOG;qid=Q27163953
N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1,ZESFDAKNYJQYKO,PF-915275; PF-00915275,Tocris,3291,plated and available for follow-up,https://reframedb.org//compound_data/ZESFDAKNYJQYKO;qid=Q27256759
CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,KSNUCNRMDYJBKT,OPC-21268; OPC 21268,Tocris,3924,plated and available for follow-up,https://reframedb.org//compound_data/KSNUCNRMDYJBKT;qid=Q27088205
O=C(CCCCC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,YTCGNPGLMAECND,GT 2016,Tocris,2419,plated and available for follow-up,https://reframedb.org//compound_data/YTCGNPGLMAECND;qid=nan
OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O,GYWXTRVEUURNEW,GR-79236; GR 79236,Sigma-Aldrich,642801011,plated and available for follow-up,https://reframedb.org//compound_data/GYWXTRVEUURNEW;qid=Q27225068
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,NSFFHOGKXHRQEW,thiostrepton; RSO-021,Tocris,3267,plated and available for follow-up,https://reframedb.org//compound_data/NSFFHOGKXHRQEW;qid=Q7784698
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,DFDGRKNOFOJBAJ,reductol; acifran,Tocris,1762,plated and available for follow-up,https://reframedb.org//compound_data/DFDGRKNOFOJBAJ;qid=Q15633960
C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,MQIMZDXIAHJKQP,prinaberel; ERB-041,Tocris,4276,plated and available for follow-up,https://reframedb.org//compound_data/MQIMZDXIAHJKQP;qid=Q7243719
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,HGEYJZMMUGWEOT,roxindole mesilate; Roxindole mesylate,Tocris,1559,plated and available for follow-up,https://reframedb.org//compound_data/HGEYJZMMUGWEOT;qid=Q7372445
Cc1cc2c(N3CCCC3)nc(N3CCCC3)nc2n1C,UADIKEUOAMACNA,U-89843A; U-89843,Tocris,2734,plated and available for follow-up,https://reframedb.org//compound_data/UADIKEUOAMACNA;qid=Q7862887
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(N)=O,CUCSSYAUKKIDJV,antagonist-G; PTL-68001,Alfa Aesar,J66045,plated and available for follow-up,https://reframedb.org//compound_data/CUCSSYAUKKIDJV;qid=nan
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,YBLIQJGXRLZBCZ,NE-100; NE 100,Tocris,3133,plated and available for follow-up,https://reframedb.org//compound_data/YBLIQJGXRLZBCZ;qid=Q6953369
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,NOYPYLRCIDNJJB,trimetrexate glucuronate; TMQ,WuXi,CBR-HVAC-12982,plated and available for follow-up,https://reframedb.org//compound_data/NOYPYLRCIDNJJB;qid=Q7842225
COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,VOASEWXFCTZRDF,EC-144,Tocris,4701,plated and available for follow-up,https://reframedb.org//compound_data/VOASEWXFCTZRDF;qid=Q27456760
CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,GFUITADOEPNRML,cipemastat; Trocade,Tocris,2916,plated and available for follow-up,https://reframedb.org//compound_data/GFUITADOEPNRML;qid=Q76084707
Cc1cc(N(C)C)ccc1CC(C)N,HFQMYSHATTXRTC,amiflamine,UORSY,BBV-37857780,plated and available for follow-up,https://reframedb.org//compound_data/HFQMYSHATTXRTC;qid=Q4746184
CC(C)Nc1ncccn1,FTCYIGBVOHNHCD,Isaxonine,UORSY,BBR-040392,plated and available for follow-up,https://reframedb.org//compound_data/FTCYIGBVOHNHCD;qid=Q27269878
Cc1ccc(Cl)c(OCC(O)CNC(C)C)c1,NJEIOWSBPCZKTL,analog of bupranolol,UORSY,BBV-7338542,plated and available for follow-up,https://reframedb.org//compound_data/NJEIOWSBPCZKTL;qid=Q82507222
O=C(O)Cn1nnnc1-c1ccsc1,DDVAZOPRCKAYOV,TAT; WP-921,UORSY,BBV-41267892,plated and available for follow-up,https://reframedb.org//compound_data/DDVAZOPRCKAYOV;qid=Q83027199
CCN(CC)c1nc(NN)nc(N(CC)CC)n1,IRQOBYXMACIFKD,Meladrazine,UORSY,BBV-43755726,plated and available for follow-up,https://reframedb.org//compound_data/IRQOBYXMACIFKD;qid=Q6810940
CC(C)(CO)C(O)C(=O)NCCCC(=O)O,SBBDHANTMHIRGW,calcium hopantothenate,Vitas-M,STL377779,plated and available for follow-up,https://reframedb.org//compound_data/SBBDHANTMHIRGW;qid=Q4143336
O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,HIGRLDNHDGYWQJ,Toksobidin; obidoxime chloride,Vitas-M,STL371145,plated and available for follow-up,https://reframedb.org//compound_data/HIGRLDNHDGYWQJ;qid=Q27284629
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,SETFNECMODOHTO,E-7070; Indisulam,Sigma-Aldrich,SML1225,plated and available for follow-up,https://reframedb.org//compound_data/SETFNECMODOHTO;qid=Q27078056
Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MHDPPLULTMGBSI,8-Cl-Ado; NSC-354258,Jubilant Chemsys,V2584614 Intermediate-4a,plated and available for follow-up,https://reframedb.org//compound_data/MHDPPLULTMGBSI;qid=Q27286427
N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,VFFZWMWTUSXDCB,NVP DPP 728; DPP-728,Tocris,3506,plated and available for follow-up,https://reframedb.org//compound_data/VFFZWMWTUSXDCB;qid=Q76411441
CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(OC)cc2)CC1,UDLSEQDYARNKTL,PNU 109291,Tocris,2556,plated and available for follow-up,https://reframedb.org//compound_data/UDLSEQDYARNKTL;qid=Q82259978
CSc1ccc([C@H]2CN3CCC[C@H]3c3ccccc32)cc1,YVKDUIAAPBKHMJ,MCN 5652,Tocris,2148,plated and available for follow-up,https://reframedb.org//compound_data/YVKDUIAAPBKHMJ;qid=Q6802431
C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,ZMELOYOKMZBMRB,SCIO-469; Talmapimod,Tocris,3528,plated and available for follow-up,https://reframedb.org//compound_data/ZMELOYOKMZBMRB;qid=Q27088933
CCCCCCCCCCCC(=O)c1c(O)c(C(=O)CCCCCCCCCCC)c(O)c(C2CC(c3ccc(O)cc3)Oc3cc(O)ccc32)c1O,CEJAYJCUSZHYDS,YM 26734,Tocris,2522,plated and available for follow-up,https://reframedb.org//compound_data/CEJAYJCUSZHYDS;qid=Q27276004
CN/C(=N\C#N)NCCSCc1csc(N=C(N)N)n1,YDDXVAXDYKBWDX,Tiotidine,Tocris,826,plated and available for follow-up,https://reframedb.org//compound_data/YDDXVAXDYKBWDX;qid=Q27088995
CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)/N=c2\sccn2COP(=O)(O)O)cc1F,MSWIQSFUBYCFJE,Lu-AA-47070; LU-AA47070,Tocris,4783,plated and available for follow-up,https://reframedb.org//compound_data/MSWIQSFUBYCFJE;qid=Q130442130
CCCCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CQVJTTOZTTVVBK,EMD-66684,Tocris,1849,plated and available for follow-up,https://reframedb.org//compound_data/CQVJTTOZTTVVBK;qid=Q27165238
CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,LGSDFTPAICUONK,PRT-060128,Tocris,5316,plated and available for follow-up,https://reframedb.org//compound_data/LGSDFTPAICUONK;qid=Q15408411
Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,UGFHIPBXIWJXNA,Liarozole; Liazal,Tocris,2705,plated and available for follow-up,https://reframedb.org//compound_data/UGFHIPBXIWJXNA;qid=Q15633974
CN([C@H]1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)[C@@H]1O)S(C)(=O)=O,SRZRLJWUQFIZRH,HMR 1556,Tocris,5011,plated and available for follow-up,https://reframedb.org//compound_data/SRZRLJWUQFIZRH;qid=nan
c1ccc(-c2ncc(CN3CCN(c4ncccn4)CC3)[nH]2)cc1,OTVQCHUIPJYASM,NGD-94-1; NGD 941,Tocris,3298,plated and available for follow-up,https://reframedb.org//compound_data/OTVQCHUIPJYASM;qid=Q27087916
Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,XGLHZTBDUXXHOM,loreclezole; R-72063,Tocris,1295,plated and available for follow-up,https://reframedb.org//compound_data/XGLHZTBDUXXHOM;qid=Q6680282
CC(C(=O)O)c1ccc2c(c1)Cc1ccccc1-2,LRXFKKPEBXIPMW,Cicloprofen; cycloprofen,UORSY,BBV-42402807,plated and available for follow-up,https://reframedb.org//compound_data/LRXFKKPEBXIPMW;qid=Q27256143
C=CCC(N)Cc1ccccc1,WQKXQJYCZMWOSD,Aletamine,UORSY,BBV-32860261,plated and available for follow-up,https://reframedb.org//compound_data/WQKXQJYCZMWOSD;qid=Q4721900
COc1ccc(-n2c(C)cnc2O)cc1,NHUPEUMBGMETKD,Metazamide,UORSY,BBV-44249776,plated and available for follow-up,https://reframedb.org//compound_data/NHUPEUMBGMETKD;qid=Q27289634
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,GVXBHSBKKJRBMS,Metralindole,Vitas-M,STL032021,plated and available for follow-up,https://reframedb.org//compound_data/GVXBHSBKKJRBMS;qid=Q4201098
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N,QSAMWSFELUCKOA,AVE-8063; AC-7739,Westwood Pharma LLC,KSC000A6M,plated and available for follow-up,https://reframedb.org//compound_data/QSAMWSFELUCKOA;qid=Q27294963
